sample_id,party_name,source_url,evidence_id,window_index,window_count,excerpt,manual_label,manual_note
S028,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561275,0,5,difusos de los ciudadanos hacen que las instituciones de gobierno rindan cuenta de sus acciones integran a los ciudadanos en el proceso politico y promueven ideales democraticos por lo tanto los partidos politicos deben fomentar la igualdad entre hombres y,,
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,4,6,should be no first and second class citizens we want to close economic social and territorial disparities regional and local budgets play a prominent part in supporting the national contributions to the eu b,,
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,3,6,we will invest more in the development of electricity and gas network interconnections between eu member states in order to create a more united and efficient energy union we will encourage investments to integrate further the european electricity and gas,,
S031,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,2,7,unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico y de vivienda comun asegurando la interconexion de todas las cuencas que,,
S032,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,0,6,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos,,
S033,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560862,2,4,legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las regularizaciones de inmigrantes ilegales l,,
S034,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560865,1,6,el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico,,
S035,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561005,5,7,todas las cuencas que permita una gestion mas eficiente del agua y pueda servir para reactivar economicamente a nuestro sector primario asi como para impulsar y modernizar los regadi,,
S036,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561012,0,4,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como,,
S037,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561148,2,6,minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la eliminacion del,,
S038,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561155,3,6,impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico y de vivienda comun asegurando la interconexion de todas las cuencas que permita una gestion mas eficiente del agua y pueda servir para reactivar,,
S039,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561281,1,4,una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la eliminacion del estado autonomico se elimi,,
S040,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561282,2,4,perseguir el empadronamiento fraudulento de los mismos en la compra atajar la adquisicion masiva de vivienda por capital extranjero estableciendo una fiscalidad diferenciada para compradores no comunitarios la,,
