batch_id,doc_url,worker_id,quote_1,quote_2,summary_1to3_sentences
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000005/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:121/000005/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000016/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:122/000016/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000018/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:122/000018/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-25.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000001/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-25.PDF,Documento de iniciativa congreso:leg15:exp:121/000001/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-31.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000004/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-31.PDF,Documento de iniciativa congreso:leg15:exp:121/000004/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000010/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000010/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000014/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000014/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000015/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000015/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-48.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000013/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-48.PDF,Documento de iniciativa congreso:leg15:exp:121/000013/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000009/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-66.PDF,Documento de iniciativa congreso:leg15:exp:121/000009/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000023/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-66.PDF,Documento de iniciativa congreso:leg15:exp:121/000023/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_013_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:13:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:13:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:13:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_016_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:16:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:16:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:16:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_017_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:17:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:17:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:17:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-286-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000241/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-286-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000241/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-97-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-97-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000083/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:122/000083/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000017/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:121/000017/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000119/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:122/000119/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_001_2025_corr.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:1:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:1:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:1:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_002_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:2:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:2:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:2:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_003_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:3:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:3:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:3:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_005_2024.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:5:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:5:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:5:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_006_2024.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:6:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:6:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:6:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_004_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:4:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:4:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:4:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_005_2025_corr.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:5:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:5:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:5:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_006_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:6:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:6:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:6:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_007_2024.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:7:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:7:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:7:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_007_2025_der.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:7:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:7:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:7:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_008_2024_corr.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:8:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:8:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:8:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_008_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:8:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:8:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:8:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_009_2024_derog.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:9:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:9:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:9:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_009_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:9:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:9:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:9:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_010_2024_derog.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:10:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:10:2024 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:10:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_010_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:10:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:10:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:10:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_011_2024.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:11:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:11:2024 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:11:2024 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_011_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:11:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:11:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:11:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_012_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:12:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:12:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:12:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_014_2025.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:14:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:14:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:14:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_015_2025_conv.pdf,w1,Documento pdf vinculado a iniciativa congreso:ley:15:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:15:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:15:2025 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-16-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000016/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-16-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000016/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-16-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000016/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-16-2.PDF,Documento de iniciativa congreso:leg15:exp:121/000016/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-18-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000018/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-18-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000018/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-18-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000018/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-18-2.PDF,Documento de iniciativa congreso:leg15:exp:121/000018/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-20-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000020/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-20-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000020/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-20-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000020/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-20-2.PDF,Documento de iniciativa congreso:leg15:exp:121/000020/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-23-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000023/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-23-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000023/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-23-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000023/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-23-2.PDF,Documento de iniciativa congreso:leg15:exp:121/000023/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-30-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000030/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-30-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000030/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-30-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000030/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-30-2.PDF,Documento de iniciativa congreso:leg15:exp:121/000030/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-120-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000108/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-120-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000108/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-120-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000108/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-120-2.PDF,Documento de iniciativa congreso:leg15:exp:122/000108/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-128-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000114/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-128-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000114/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-128-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000114/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-128-2.PDF,Documento de iniciativa congreso:leg15:exp:122/000114/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-139-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000124/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-139-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000124/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-139-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000124/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-139-2.PDF,Documento de iniciativa congreso:leg15:exp:122/000124/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-140-1.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000125/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-140-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000125/0000 con contenido pendiente de codificacion detallada.
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-140-2.PDF,w1,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000125/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-140-2.PDF,Documento de iniciativa congreso:leg15:exp:122/000125/0000 con contenido pendiente de codificacion detallada.
